acc_x,acc_y,acc_z,latitude,longitude,altitude,date,speed
1.0533559,-0.07335524,9.280415,39.959381,116.349202,4.9E-324,2020-11-23 00:33:30,0.0
-0.17780933,0.19538233,9.589851,39.959381,116.349202,4.9E-324,2020-11-23 00:33:30,0.0
33:30,0.0
